id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ041_bir-bouhouche,بئر بوحوش,Bir Bouhouche,bir-bouhouche,DZ041_bir-bouhouche,3,36.05,7.437
DZ041_haddada,الحدادة,Haddada,haddada,DZ041_haddada,3,36.284,8.284
DZ041_mdaourouche,مداوروش,M'daourouche,mdaourouche,DZ041_mdaourouche,3,36.119,7.809
DZ041_mechroha,المشروحة,Mechroha,mechroha,DZ041_mechroha,2,36.165,7.886
DZ041_merahna,المراهنة,Merahna,merahna,DZ041_merahna,3,36.138,8.194
DZ041_ouled-driss,أولاد إدريس,Ouled Driss,ouled-driss,DZ041_ouled-driss,2,36.389,8.136
DZ041_oum-el-adhaim,أم العظايم,Oum El Adhaim,oum-el-adhaim,DZ041_oum-el-adhaim,3,35.95,7.639
DZ041_sedrata,سدراتة,Sedrata,sedrata,DZ041_sedrata,3,36.173,7.505
DZ041_souk-ahras,سوق أهراس,Souk Ahras,souk-ahras,DZ041_souk-ahras,1,36.286,7.962
DZ041_taoura,تاورة,Taoura,taoura,DZ041_taoura,3,36.117,7.989
