id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ022_ain-el-berd,عين البرد,Ain El Berd,ain-el-berd,DZ022_ain-el-berd,4,35.345,-0.511
DZ022_ben-badis,بن باديس,Ben Badis,ben-badis,DZ022_ben-badis,4,34.98,-0.871
DZ022_marhoum,مرحوم,Marhoum,marhoum,DZ022_marhoum,3,34.452,-0.352
DZ022_merine,مرين,Merine,merine,DZ022_merine,4,34.674,-0.266
DZ022_mostefa-ben-brahim,مصطفى بن ابراهيم,Mostefa  Ben Brahim,mostefa-ben-brahim,DZ022_mostefa-ben-brahim,4,35.186,-0.44
DZ022_moulay-slissen,مولاي سليسن,Moulay Slissen,moulay-slissen,DZ022_moulay-slissen,3,34.753,-0.748
DZ022_ras-el-ma,راس الماء,Ras El Ma,ras-el-ma,DZ022_ras-el-ma,3,34.504,-0.789
DZ022_sfisef,سفيزف,Sfisef,sfisef,DZ022_sfisef,4,35.262,-0.285
DZ022_sidi-ali-ben-youb,سيدي علي بن يوب,Sidi Ali Ben Youb,sidi-ali-ben-youb,DZ022_sidi-ali-ben-youb,3,34.986,-0.736
DZ022_sidi-ali-boussidi,سيدي علي بوسيدي,Sidi Ali Boussidi,sidi-ali-boussidi,DZ022_sidi-ali-boussidi,4,35.108,-0.829
DZ022_sidi-bel-abbes,سيدي بلعباس,Sidi Bel Abbes,sidi-bel-abbes,DZ022_sidi-bel-abbes,1,35.21,-0.631
DZ022_sidi-lahcene,سيدي لحسن,Sidi Lahcene,sidi-lahcene,DZ022_sidi-lahcene,4,35.146,-0.714
DZ022_telagh,تلاغ,Telagh,telagh,DZ022_telagh,4,34.797,-0.578
DZ022_tenira,تنيرة,Tenira,tenira,DZ022_tenira,4,34.989,-0.499
DZ022_tessala,تسالة,Tessala,tessala,DZ022_tessala,3,35.267,-0.779
