id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
DZ015_tizi-rached_ait-oumalou,أيت  أومالو,Ait-Oumalou,ait-oumalou,DZ015_tizi-rached_ait-oumalou,36.658,4.23
DZ015_tizi-rached_tizi-rached,تيزي راشد,Tizi-Rached,tizi-rached,DZ015_tizi-rached_tizi-rached,15050,36.69,4.189
