id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ017_ain-el-ibel,عين الإبل,Ain El Ibel,ain-el-ibel,DZ017_ain-el-ibel,4,34.431,3.184
DZ017_ain-oussera,عين وسارة,Ain Oussera,ain-oussera,DZ017_ain-oussera,2,35.172,2.785
DZ017_birine,بيرين,Birine,birine,DZ017_birine,2,35.579,3.155
DZ017_charef,الشارف,Charef,charef,DZ017_charef,3,34.576,2.725
DZ017_dar-chioukh,دار الشيوخ,Dar Chioukh,dar-chioukh,DZ017_dar-chioukh,3,34.952,3.458
DZ017_djelfa,الجلفة,Djelfa,djelfa,DZ017_djelfa,1,34.672,3.208
DZ017_el-idrissia,الادريسية,El Idrissia,el-idrissia,DZ017_el-idrissia,3,34.305,2.611
DZ017_faidh-el-botma,فيض البطمة,Faidh El Botma,faidh-el-botma,DZ017_faidh-el-botma,3,33.668,4.45
DZ017_had-sahary,حد الصحاري,Had Sahary,had-sahary,DZ017_had-sahary,3,35.331,3.345
DZ017_hassi-bahbah,حاسي بحبح,Hassi Bahbah,hassi-bahbah,DZ017_hassi-bahbah,4,34.93,3.054
DZ017_messaad,مسعد,Messaad,messaad,DZ017_messaad,5,33.856,3.711
DZ017_sidi-laadjel,سيدي لعجال,Sidi Laadjel,sidi-laadjel,DZ017_sidi-laadjel,3,35.395,2.58
