id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ028_ain-el-hadjel,عين الحجل,Ain El Hadjel,ain-el-hadjel,DZ028_ain-el-hadjel,2,35.662,3.963
DZ028_ain-el-melh,عين الملح,Ain El Melh,ain-el-melh,DZ028_ain-el-melh,5,34.772,4.321
DZ028_ben-srour,بن سرور,Ben Srour,ben-srour,DZ028_ben-srour,4,34.942,4.637
DZ028_bousaada,بوسعادة,Bousaada,bousaada,DZ028_bousaada,3,35.119,4.06
DZ028_chellal,شلال,Chellal,chellal,DZ028_chellal,4,35.457,4.426
DZ028_djebel-messaad,جبل مساعد,Djebel Messaad,djebel-messaad,DZ028_djebel-messaad,2,34.972,3.979
DZ028_hammam-dalaa,حمام الضلعة,Hammam Dalaa,hammam-dalaa,DZ028_hammam-dalaa,4,35.776,4.329
DZ028_khoubana,خبانة,Khoubana,khoubana,DZ028_khoubana,3,35.274,4.591
DZ028_msila,المسيلة,M'sila,msila,DZ028_msila,1,35.723,4.505
DZ028_magra,مقرة,Magra,magra,DZ028_magra,5,35.621,5.055
DZ028_medjedel,امجدل,Medjedel,medjedel,DZ028_medjedel,2,35.099,3.694
DZ028_ouled-derradj,أولاد دراج,Ouled Derradj,ouled-derradj,DZ028_ouled-derradj,5,35.902,4.691
DZ028_ouled-sidi-brahim,أولاد سيدي ابراهيم,Ouled Sidi Brahim,ouled-sidi-brahim,DZ028_ouled-sidi-brahim,2,35.412,4.12
DZ028_sidi-aissa,سيدي عيسى,Sidi Aissa,sidi-aissa,DZ028_sidi-aissa,3,35.747,3.743
DZ028_sidi-ameur,سيدي عامر,Sidi Ameur,sidi-ameur,DZ028_sidi-ameur,2,35.287,3.874
