id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ011_silet,سيلت,Silet,silet,DZ011_silet,1,24.355,4.451
DZ011_tamanrasset,تمنراست,Tamanrasset,tamanrasset,DZ011_tamanrasset,2,22.271,5.775
DZ011_tazrouk,تاظروك,Tazrouk,tazrouk,DZ011_tazrouk,2,24.017,7.045
