id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ027_achaacha,عشعاشة,Achaacha,achaacha,DZ027_achaacha,4,36.244,0.631
DZ027_ain-nouicy,عين نويسي,Ain Nouicy,ain-nouicy,DZ027_ain-nouicy,3,35.758,-0.041
DZ027_ain-tedeles,عين تادلس,Ain Tedeles,ain-tedeles,DZ027_ain-tedeles,4,35.957,0.318
DZ027_bouguirat,بوقيراط,Bouguirat,bouguirat,DZ027_bouguirat,4,35.807,0.284
DZ027_hassi-mameche,حاسي ماماش,Hassi Mameche,hassi-mameche,DZ027_hassi-mameche,3,35.821,-0.008
DZ027_kheir-eddine,خير الدين,Kheir Eddine,kheir-eddine,DZ027_kheir-eddine,3,35.961,0.177
DZ027_mesra,ماسرة,Mesra,mesra,DZ027_mesra,4,35.587,-0.205
DZ027_mostaganem,مستغانم,Mostaganem,mostaganem,DZ027_mostaganem,1,35.978,0.109
DZ027_sidi-ali,سيدي علي,Sidi Ali,sidi-ali,DZ027_sidi-ali,3,36.08,0.529
DZ027_sidi-lakhdar,سيدي لخضر,Sidi Lakhdar,sidi-lakhdar,DZ027_sidi-lakhdar,3,36.153,0.387
