id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ021_ain-kechra,عين قشرة,Ain Kechra,ain-kechra,DZ021_ain-kechra,2,36.803,6.463
DZ021_azzaba,عزابة,Azzaba,azzaba,DZ021_azzaba,5,36.726,7.065
DZ021_ben-azzouz,بن عزوز,Ben Azzouz,ben-azzouz,DZ021_ben-azzouz,3,36.867,7.305
DZ021_collo,القل,Collo,collo,DZ021_collo,3,36.978,6.515
DZ021_el-hadaiek,الحدائق,El Hadaiek,el-hadaiek,DZ021_el-hadaiek,3,36.864,6.835
DZ021_el-harrouch,الحروش,El Harrouch,el-harrouch,DZ021_el-harrouch,5,36.641,6.899
DZ021_ouled-attia,أولاد عطية,Ouled Attia,ouled-attia,DZ021_ouled-attia,3,36.957,6.353
DZ021_oum-toub,أم الطوب,Oum Toub,oum-toub,DZ021_oum-toub,1,36.704,6.511
DZ021_ramdane-djamel,رمضان جمال,Ramdane Djamel,ramdane-djamel,DZ021_ramdane-djamel,2,36.759,6.93
DZ021_sidi-mezghiche,سيدي مزغيش,Sidi Mezghiche,sidi-mezghiche,DZ021_sidi-mezghiche,3,36.655,6.691
DZ021_skikda,سكيكدة,Skikda,skikda,DZ021_skikda,3,36.881,6.888
DZ021_tamalous,تمالوس,Tamalous,tamalous,DZ021_tamalous,3,36.857,6.657
DZ021_zitouna,الزيتونة,Zitouna,zitouna,DZ021_zitouna,2,37.02,6.444
