id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ002_abou-el-hassane,أبو الحسن,Abou El Hassane,abou-el-hassane,DZ002_abou-el-hassane,3,36.38,1.095
DZ002_ain-merane,عين مران,Ain Merane,ain-merane,DZ002_ain-merane,2,36.212,1.017
DZ002_beni-haoua,بني حواء,Beni Haoua,beni-haoua,DZ002_beni-haoua,3,36.472,1.566
DZ002_boukadir,بوقادير,Boukadir,boukadir,DZ002_boukadir,3,36.072,1.13
DZ002_chlef,الشلف,Chlef,chlef,DZ002_chlef,3,36.141,1.399
DZ002_el-karimia,الكريمية,El Karimia,el-karimia,DZ002_el-karimia,3,36.064,1.578
DZ002_el-marsa,المرسى,El Marsa,el-marsa,DZ002_el-marsa,2,36.681,4.155
DZ002_oued-fodda,وادي الفضة,Oued Fodda,oued-fodda,DZ002_oued-fodda,3,36.239,1.526
DZ002_ouled-ben-abdelkader,أولاد بن عبد القادر,Ouled Ben Abdelkader,ouled-ben-abdelkader,DZ002_ouled-ben-abdelkader,2,35.989,1.354
DZ002_ouled-fares,أولاد فارس,Ouled Fares,ouled-fares,DZ002_ouled-fares,3,36.207,1.233
DZ002_taougrit,تاوقريت,Taougrit,taougrit,DZ002_taougrit,2,36.279,0.79
DZ002_tenes,تنس,Tenes,tenes,DZ002_tenes,3,35.83,1.249
DZ002_zeboudja,الزبوجة,Zeboudja,zeboudja,DZ002_zeboudja,3,36.382,1.374
