id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ013_ain-tellout,عين تالوت,Ain Tellout,ain-tellout,DZ013_ain-tellout,2,35.035,-0.988
DZ013_bab-el-assa,باب العسة,Bab El Assa,bab-el-assa,DZ013_bab-el-assa,3,34.954,-1.972
DZ013_beni-boussaid,بني بوسعيد,Beni Boussaid,beni-boussaid,DZ013_beni-boussaid,2,34.697,-1.681
DZ013_beni-snous,بني سنوس,Beni Snous,beni-snous,DZ013_beni-snous,3,34.671,-1.533
DZ013_bensekrane,بن سكران,Bensekrane,bensekrane,DZ013_bensekrane,2,35.081,-1.159
DZ013_chetouane,شتوان,Chetouane,chetouane,DZ013_chetouane,3,34.944,-1.25
DZ013_fellaoucene,فلاوسن,Fellaoucene,fellaoucene,DZ013_fellaoucene,3,35.007,-1.634
DZ013_ghazaouet,الغزوات,Ghazaouet,ghazaouet,DZ013_ghazaouet,4,35.058,-1.879
DZ013_hennaya,الحناية,Hennaya,hennaya,DZ013_hennaya,3,34.993,-1.478
DZ013_honnaine,هنين,Honnaine,honnaine,DZ013_honnaine,2,35.184,-1.588
DZ013_maghnia,مغنية,Maghnia,maghnia,DZ013_maghnia,2,34.882,-1.746
DZ013_mansourah,منصورة,Mansourah,mansourah,DZ013_mansourah,4,34.835,-1.394
DZ013_marsa-ben-mehdi,مرسى بن مهيدي,Marsa Ben Mehdi,marsa-ben-mehdi,DZ013_marsa-ben-mehdi,2,35.023,-2.088
DZ013_nedroma,ندرومة,Nedroma,nedroma,DZ013_nedroma,2,35.005,-1.791
DZ013_ouled-mimoun,أولاد ميمون,Ouled Mimoun,ouled-mimoun,DZ013_ouled-mimoun,3,34.901,-1.045
DZ013_remchi,الرمشي,Remchi,remchi,DZ013_remchi,5,35.106,-1.423
DZ013_sabra,صبرة,Sabra,sabra,DZ013_sabra,2,34.831,-1.569
DZ013_sebdou,سبدو,Sebdou,sebdou,DZ013_sebdou,3,34.53,-1.18
DZ013_sidi-djillali,سيدي الجيلالي,Sidi Djillali,sidi-djillali,DZ013_sidi-djillali,2,34.421,-1.499
DZ013_tlemcen,تلمسان,Tlemcen,tlemcen,DZ013_tlemcen,1,34.898,-1.316
