id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ016_bab-el-oued,باب الوادي,Bab El Oued,bab-el-oued,DZ016_bab-el-oued,5,36.794,3.04
DZ016_baraki,براقي,Baraki,baraki,DZ016_baraki,3,36.653,3.122
DZ016_bir-mourad-rais,بئر مراد رايس,Bir Mourad Rais,bir-mourad-rais,DZ016_bir-mourad-rais,5,36.739,3.039
DZ016_birtouta,بئر توتة,Birtouta,birtouta,DZ016_birtouta,3,36.612,2.994
DZ016_bouzareah,بوزريعة,Bouzareah,bouzareah,DZ016_bouzareah,4,36.777,3.007
DZ016_cheraga,الشراقة,Cheraga,cheraga,DZ016_cheraga,5,36.392,5.014
DZ016_dar-el-beida,الدار البيضاء,Dar El Beida,dar-el-beida,DZ016_dar-el-beida,7,36.623,3.361
DZ016_draria,الدرارية,Draria,draria,DZ016_draria,5,36.703,2.986
DZ016_el-harrach,الحراش,El Harrach,el-harrach,DZ016_el-harrach,4,36.714,3.153
DZ016_hussein-dey,حسين داي,Hussein Dey,hussein-dey,DZ016_hussein-dey,4,36.733,3.097
DZ016_rouiba,الرويبة,Rouiba,rouiba,DZ016_rouiba,3,36.746,3.32
DZ016_sidi-mhamed,سيدي امحمد,Sidi M'hamed,sidi-mhamed,DZ016_sidi-mhamed,4,36.091,3.48
DZ016_zeralda,زرالدة,Zeralda,zeralda,DZ016_zeralda,5,36.709,2.88
