id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ004_ain-babouche,عين ببوش,Ain Babouche,ain-babouche,DZ004_ain-babouche,2,35.999,7.098
DZ004_ain-beida,عين البيضاء,Ain Beida,ain-beida,DZ004_ain-beida,3,35.854,7.367
DZ004_ain-fekroun,عين فكرون,Ain Fekroun,ain-fekroun,DZ004_ain-fekroun,2,35.813,7.017
DZ004_ain-kercha,عين كرشة,Ain Kercha,ain-kercha,DZ004_ain-kercha,3,35.904,6.689
DZ004_ain-mlila,عين مليلة,Ain M'lila,ain-mlila,DZ004_ain-mlila,3,36.05,6.57
DZ004_dhalaa,الضلعة,Dhalaa,dhalaa,DZ004_dhalaa,2,35.513,7.561
DZ004_fkirina,فكيرينة,F'kirina,fkirina,DZ004_fkirina,2,35.647,7.365
DZ004_ksar-sbahi,قصر الصباحي,Ksar Sbahi,ksar-sbahi,DZ004_ksar-sbahi,1,36.066,7.256
DZ004_meskiana,مسكيانة,Meskiana,meskiana,DZ004_meskiana,4,35.705,7.714
DZ004_oum-el-bouaghi,أم البواقي,Oum El Bouaghi,oum-el-bouaghi,DZ004_oum-el-bouaghi,2,35.778,7.107
DZ004_sigus,سيقوس,Sigus,sigus,DZ004_sigus,2,36.092,6.832
DZ004_souk-naamane,سوق نعمان,Souk Naamane,souk-naamane,DZ004_souk-naamane,3,35.911,6.384
