id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
DZ014_ain-deheb,عين الذهب,Ain Deheb,ain-deheb,DZ014_ain-deheb,3,34.659,1.568
DZ014_ain-kermes,عين كرمس,Ain Kermes,ain-kermes,DZ014_ain-kermes,5,34.786,1.014
DZ014_dahmouni,دحموني,Dahmouni,dahmouni,DZ014_dahmouni,2,35.393,1.453
DZ014_frenda,فرندة,Frenda,frenda,DZ014_frenda,3,35.11,0.952
DZ014_hamadia,حمادية,Hamadia,hamadia,DZ014_hamadia,3,35.448,1.995
DZ014_ksar-chellala,قصر الشلالة,Ksar Chellala,ksar-chellala,DZ014_ksar-chellala,3,35.23,2.415
DZ014_mahdia,مهدية,Mahdia,mahdia,DZ014_mahdia,4,35.379,1.751
DZ014_mechraa-sfa,مشرع الصفا,Mechraa Sfa,mechraa-sfa,DZ014_mechraa-sfa,3,35.356,0.896
DZ014_medroussa,مدروسة,Medroussa,medroussa,DZ014_medroussa,3,35.222,1.142
DZ014_meghila,مغيلة,Meghila,meghila,DZ014_meghila,3,35.596,1.439
DZ014_oued-lili,وادي ليلي,Oued Lili,oued-lili,DZ014_oued-lili,3,35.573,1.233
DZ014_rahouia,رحوية,Rahouia,rahouia,DZ014_rahouia,2,35.492,1.091
DZ014_sougueur,السوقر,Sougueur,sougueur,DZ014_sougueur,4,35.073,1.568
DZ014_tiaret,تيارت,Tiaret,tiaret,DZ014_tiaret,1,35.349,1.332
