id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
DZ013_beni-boussaid_beni-boussaid,بني بوسعيد,Beni Boussaid,beni-boussaid,DZ013_beni-boussaid_beni-boussaid,34.636,-1.736
DZ013_beni-boussaid_sidi-medjahed,سيدي مجاهد,Sidi Medjahed,sidi-medjahed,DZ013_beni-boussaid_sidi-medjahed,13044,34.757,-1.627
